ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9501,GRT,28,NC,28105, , ,5701,0, , , , ,XXXX,S2,17,41,E,H, , , ,M,2,4,F,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,23,47,5,5,2,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,31274,9014,10888,71,13,16,50,50,95,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32,39,41,32,41,44,29,40,40,20,11,25,29,17,9,5,4,17,17,33,21,13,14,5,12,14,31,55,33,10,2,70,7,4,19,221,286,78,78,0,16,16,16,0,0,0,1073,1227,5,4,82,18,91,9,1,47,83,75,42,92,8,5,1,4,9,12,3,23,63,9,1,3,0,12,26,54,76,94,1,2,63,65,62,16,4,2,14,5,7,1,9,2,37,64,81,90,1520,279,517,469,512,507,555,18556,10,11,13,20,28,11,3,1,2,5,9,12,21,32,13,4,1,2,16,2,46,3,58,42,23,85,10,0,0,0,0,0,1,3,2,32,28,30,5,75,76,86,67,85,65,71,58,85,96,2,14,19,4,19,17,0,1,6,1,10,4,3,3,2,0,9,16,3,4,8,18,11,5,2,1,7,7,7,2,4,4,1,6,81,5,0,140,4,10,23,24,9,24,6,4,23,3,19,6,0,0,0,14,27,1,39,17,18,10,1,8,1,10,0,0,7,2,0,1,0,0,2,0,0,2,53,96,2,0,2,97,75,28,4,9,5,37,54,80,92,8,2,1,23,4,59,9,0,4,67,33,49,99,98,9,3,5,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,,9501,9412,,,,,,,L4D,A4D,A4D,A4D,N4E,N4E,N4E,N4E,N4E,N4E,N4E,N2E,N2E,N2E, ,P1E,P1E, , , , , , ,12,9702,26,6,13,,,,,,,9601,,,,9508,9506,9506,,,9501,,,,,,,,,,,,,7,,,,5,5,5,,,10,,,,,,,35,6,4,3,9503,10,9501,7,9601,9501,9503,2,5.8333333333,108888,0,0,1,L,4,D,X,X,X,15,B
9201,L01,1,FL,34231, , ,1805,0,X, , , ,XXXX,C2,28,80, , , , , , ,,3,M,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,18,59,11,2,1, , , ,6,14, , , ,Y, , ,Y,Y,Y, , , , , ,Y, , , ,3,X,4568,1317,2397,99,0,0,45,55,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,54,60,62,50,56,58,12,44,38,18,7,16,11,9,13,20,23,19,17,34,17,13,52,24,50,38,44,18,7,2,1,57,12,15,16,127,190,69,62,2,30,28,25,0,0,0,784,810,5,5,66,34,93,7,39,14,55,47,11,71,29,3,0,3,15,34,7,10,44,45,0,0,0,0,1,13,56,96,0,2,28,46,49,11,4,11,19,0,9,4,21,0,54,83,96,97,7510,645,539,251,342,312,398,16473,23,26,17,16,13,3,0,0,1,10,22,18,22,22,3,1,0,2,52,3,59,5,50,50,25,86,10,1,1,0,0,0,3,0,0,4,15,18,1,52,52,58,48,55,47,78,52,82,99,5,12,17,4,18,20,0,1,15,1,8,1,0,1,0,0,4,6,1,3,3,31,13,5,3,2,8,7,8,4,11,2,1,10,68,8,0,122,4,9,36,28,6,12,6,2,12,1,8,5,0,0,0,20,45,1,18,17,59,7,0,8,2,13,0,0,9,6,1,3,0,0,1,1,0,5,10,93,1,0,6,92,35,9,5,20,0,2,6,46,94,6,11,5,1,0,93,5,0,1,87,13,85,99,99,6,2,6,8,9706,9606,9604,9604,,9602,9601,,,,,9507,9506,9504,,9502,9501,9411,9411,9410,9409,9407,9406,L2G,S2G,S2G,S2G, ,A1G,A1G, , , , ,A1G,A1G,S2G, ,S2G,S2G,S3G,S3G,S3G,S3G,S3G,S2G,21,9702,44,6,11,,,,,,9601,,,,,,,,,,,,9501,,,,,,,,,,30,,,,,,,,,,,,25,,,,,175,11,5,3,9210,30,9601,25,9701,9209,9210,1,15.909090909,188800,0,0,1,L,2,G,X,X,X,13,B
8601,GRI,0,IL,62022, , ,2608,0, , , , ,XXXX,R2,43,71, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,32,39,22,5,3,2, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,1220,343,410,0,0,99,51,49,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,44,34,44,47,29,36,43,21,12,22,22,16,14,9,5,12,17,34,23,13,20,7,18,14,32,54,35,14,5,68,7,5,20,223,296,76,75,1,1,1,0,0,0,0,515,561,2,1,88,12,93,7,23,44,84,74,38,92,8,6,2,4,10,10,2,25,60,15,0,0,0,1,2,5,19,52,0,1,47,54,56,16,5,1,0,22,8,1,0,3,3,3,20,57,7040,75,609,304,351,340,378,11604,19,17,22,24,13,3,2,0,0,9,18,23,29,17,3,2,0,0,22,3,36,8,41,59,7,77,10,0,0,0,0,0,5,7,15,48,22,29,9,67,71,81,60,74,55,63,55,75,99,2,9,4,4,9,13,1,1,13,12,14,7,6,7,12,0,10,18,5,1,3,20,3,3,3,3,6,9,4,0,5,3,2,7,75,8,1,120,11,15,41,21,5,5,2,5,21,3,16,7,0,0,0,17,33,2,39,17,23,1,1,3,1,27,0,0,5,1,0,0,0,0,0,0,0,1,81,98,2,0,1,98,74,34,8,23,3,15,24,46,72,28,0,0,6,58,13,6,0,18,92,8,6,98,95,3,2,8,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1E,A1E,A1E, ,L2D,A1D,A1D,A1D,S2D,S2D,S2D, ,S2D, ,S2D,S2D,S2D,S2D,A1D,A1D,A1D, ,A1D,28,9702,71,5,13,,,,,,9603,,,,,,,,,,,,,,9412,,9407,,,,,,10,,,,,,,,,,,,,,8,,6,102.5,15,15,3.5,8610,11,9209,10,9603,8610,8704,6,6.8333333333,97368,0,0,0,L,1,E,X,X,X,56,A
9601,L02,3,CA,92868, , ,0,0, , , , ,XXXX,U2,07,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,26,26,43,10,0,6, , , ,, , , , , , , , , , , , , , , , , , , , , ,1218,296,463,99,0,0,50,50,71,3,1,10,30,1,0,2,4,0,2,0,25,1,0,4,28,33,38,31,39,43,24,49,32,19,18,33,18,11,7,8,3,20,21,29,15,15,17,6,15,25,31,44,25,11,4,45,14,5,36,182,262,34,30,7,66,59,54,0,0,0,1860,1859,7,7,22,78,96,4,0,33,64,43,20,75,25,13,3,10,19,26,11,13,48,10,1,2,0,26,82,98,99,99,0,20,13,38,39,14,7,24,42,0,13,11,54,0,94,98,99,99,5945,13,803,375,438,377,418,14732,14,20,10,25,24,6,0,0,0,8,17,11,28,28,9,0,0,0,28,4,37,5,53,47,8,62,16,1,1,0,0,0,18,2,0,9,16,21,2,50,85,90,79,80,79,90,94,0,0,6,12,14,7,2,21,1,2,13,0,14,4,7,3,1,0,6,17,8,5,4,17,14,2,1,0,9,8,3,3,10,0,6,7,73,3,1,120,6,15,30,30,5,9,4,8,11,4,9,6,0,0,0,14,26,0,26,22,43,20,0,4,2,5,0,0,2,2,1,0,0,0,0,1,0,27,43,66,21,12,1,96,63,24,4,30,0,0,0,0,13,87,0,0,96,1,3,0,0,0,99,0,99,99,97,9,2,5,2,9706,9606,9604,,9603,9601,9601,,,,,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,P1G,P1G, , , , , , , , , , , , , , , , ,6,9702,14,5,12,,,,,,9602,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,30,1,1,30,9602,30,9602,30,9602,9602,,,30,157415,0,0,1,L,1,G,X,X,X,28,A
9001,APP,0,IN,47635, , ,1401,0, , , , ,XXXX,R2,45,84,E,U, , , , ,,2,M,,0,,,,,,,,,,,,,,,2,0,31,28,32,4,4,1, , , ,2, , , , , , , , , , , , , ,Y, , , , , ,2, ,5783,1640,2181,0,0,99,48,52,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,46,37,46,50,25,35,41,25,12,20,20,16,13,11,9,13,14,33,21,18,27,13,25,23,32,45,26,9,2,62,9,10,19,185,260,75,74,2,9,7,4,2,2,0,444,490,2,2,78,22,91,9,3,37,75,64,30,87,13,7,1,6,11,18,2,20,58,19,0,1,0,0,1,5,14,42,0,4,43,52,53,14,4,6,3,15,11,4,4,3,0,2,8,39,0,207,649,265,324,304,353,11781,29,19,16,21,13,1,1,0,0,17,19,18,26,16,2,1,0,0,32,7,37,11,35,65,6,76,13,0,0,0,0,0,6,5,15,28,18,24,7,54,59,75,46,66,42,57,46,72,99,6,9,6,3,8,11,1,2,13,6,17,13,6,5,7,1,6,25,5,7,3,16,5,2,3,1,8,5,4,3,4,4,2,10,74,6,0,120,11,16,43,15,5,6,3,2,21,1,19,3,0,0,0,16,32,1,27,23,30,12,0,6,1,24,0,0,5,1,0,0,0,0,1,0,0,0,56,98,0,0,1,91,65,24,9,26,1,11,19,45,55,45,0,0,56,16,16,4,0,8,74,25,54,99,92,9,2,6,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,,9406,L1G,A1G,A1G,A1G,A1G,A1F,A1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,U1G,A1E,A1E,A1E,A1E,A1E,A1E, ,L2F,24,9702,56,6,13,,,,,,,,,,,,,,9512,,,9412,,,,,9406,,,,,,,,,,,,,,25,,,20,,,,,10,100,6,4,10,9406,25,9512,25,9512,9012,9209,21,16.666666667,63973,0,0,0,L,1,G,X,X,X,44,D
8901,IMP,0,CA,95966, , ,1401,0, , , , ,XXXX,T2,37,84,E,H, , , , ,,2,F,,0,,,,,,,,,,,,,,,2,0,42,24,47,24,3,0, , , ,1, , , , , , , , , , , , , , , , , , , , ,X,668,172,310,0,99,0,46,54,86,3,6,1,8,0,0,0,0,0,0,0,7,0,0,1,33,42,48,37,47,52,25,54,33,13,14,23,15,10,11,13,14,23,22,28,16,11,33,17,32,38,35,27,14,8,3,49,19,11,21,135,215,53,51,6,47,40,34,0,0,0,576,597,3,3,45,55,89,11,0,25,55,39,13,74,26,12,2,10,22,28,7,17,45,24,1,1,0,0,0,5,12,76,0,7,20,43,43,12,4,24,23,0,11,11,33,0,1,11,69,89,1620,89,868,204,251,223,265,10341,45,16,21,12,4,0,2,0,0,31,19,29,16,3,0,3,0,0,35,13,23,27,57,43,12,79,12,0,0,0,0,0,5,3,0,5,9,16,7,20,48,69,32,56,22,17,13,39,99,25,12,8,3,7,12,4,0,13,6,11,3,0,22,0,0,13,3,0,0,3,25,9,8,8,0,8,8,7,10,22,0,0,9,66,3,0,120,9,18,43,17,6,6,2,0,15,0,11,4,3,4,2,23,47,6,21,13,46,20,0,5,1,14,0,0,5,0,0,0,0,0,0,0,0,1,67,95,2,0,3,91,41,14,1,40,0,0,0,0,20,80,0,0,82,2,15,0,0,2,99,0,97,99,95,4,2,5,5,9706,9606,9604,,9603,9602,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L3D,S3D,S3D, ,S3D,S4D,S4D,S4D, ,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D, , ,S4D,S4D,S4D,26,9702,64,5,10,,,,,,,,,,9509,9508,,,9504,,,9412,,,9409,9407,9406,,,,,,,,,,6,4,,,5,,,5,,,5,3,3,98,28,14,1,9105,6,9509,6,9509,8909,9001,4,3.5,172670,0,0,0,L,3,D,X,X,X,55,C
8601,DAC,1,SC,29020, , ,2601,0, , , , ,XXXX,T2,40,72,E,H, , , , ,,4,C,7,8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,1,37,30,45,7,8,1, , , ,5, , ,Y,Y, , , ,Y, , , , ,Y,Y, ,Y, , , ,3,X,822,243,357,0,48,52,47,53,66,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,49,53,41,50,53,22,32,50,18,7,18,19,10,17,20,10,14,13,38,20,15,38,13,34,29,38,32,18,6,2,55,13,12,19,154,230,76,75,1,20,19,13,0,0,0,692,725,3,3,68,32,92,8,17,29,68,51,18,85,15,11,1,10,14,24,3,10,32,23,9,19,7,3,4,10,41,75,1,3,56,60,58,13,4,17,3,4,12,6,12,1,5,15,62,68,0,361,546,344,371,354,414,15245,25,17,10,23,16,10,0,0,0,9,11,12,36,24,8,0,0,0,32,8,50,14,36,64,9,77,15,0,0,0,0,0,5,3,0,16,16,20,1,54,70,70,71,64,63,87,40,99,99,0,16,2,1,11,13,0,0,12,2,7,23,6,7,2,0,7,31,2,0,5,23,5,6,2,0,2,5,6,2,2,9,0,3,79,5,3,120,6,9,42,15,6,15,7,5,11,2,11,4,0,0,0,22,43,0,28,13,41,10,0,8,0,6,0,0,4,0,0,1,0,0,1,0,0,1,56,94,3,0,3,95,62,17,10,28,0,4,8,35,49,51,0,0,49,9,27,12,0,3,95,0,66,98,89,6,2,5,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,L4G,A1G,S3G,S3G,S3G,S4G,S4G,S4G,S4G,S4G,S4G,S4G,S3G,S3G,S2G,S2G,S2G,S2G,S2G,S2G,34,9702,82,6,16,,,,,9602,,,,,,,,,,,9501,9412,9412,,,9408,,,,,,25,,,,,,,,,,,25,15,10,,,25,,307,16,10,10,9412,25,9103,25,9602,8607,8803,20,19.1875,22463,0,0,1,L,1,G,X,X,X,13,D
9501,NWN,0,KY,40222, , ,0,0, , , , ,XXXX,S1,14,, ,U, , , , ,1,7,F,,0,,,,,,,,,,,,,,,2,0,29,35,51,4,3,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,2553,745,845,99,0,0,49,51,92,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,36,43,44,34,45,48,30,31,46,24,9,13,32,19,13,9,4,11,12,38,24,15,20,5,16,11,31,58,37,14,3,72,5,4,19,238,302,99,99,0,0,0,0,0,0,0,1052,1088,6,5,94,6,98,2,0,48,88,80,44,95,5,4,0,4,5,10,1,23,55,14,1,3,1,0,5,57,93,99,0,0,95,73,75,16,4,0,0,0,6,0,0,0,70,79,83,87,4520,209,529,536,566,589,635,19640,3,8,8,26,33,12,3,2,4,1,5,7,27,34,14,3,3,5,21,1,77,0,44,56,11,84,8,1,0,0,1,0,1,6,4,5,19,22,3,72,69,79,60,76,57,67,65,70,99,1,26,23,5,18,14,0,1,3,1,4,1,2,2,1,0,3,13,7,2,6,18,9,4,3,3,12,9,9,2,4,3,3,7,73,10,0,157,3,3,16,22,6,29,19,13,23,4,23,9,0,0,0,15,29,1,35,16,51,1,0,6,1,18,0,0,9,1,0,1,0,1,1,0,0,2,64,96,0,1,4,98,78,19,8,21,0,10,16,52,82,18,0,0,74,0,23,2,0,1,99,0,98,99,99,8,2,5,9,9706,9606,9604,,9603,9602,9512,9510,9510,9510,9508,9507,,,,9501,9412,,,,,,,L1F,N1F,N1F, ,N1F,F1F,F1F,F1F,F1F,F1F,F1F,F1F, , , ,P1F,P1F, , , , , , ,7,9702,16,3,7,,,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,20,1,1,20,9504,20,9504,20,9504,9504,,,20,56803,0,0,0,L,1,F,X,X,X,5,B
9501,BRY,0,NC,28713, , ,0,0, , , , ,XXXX,R3,53,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,31,29,42,6,7,4, , , ,, , ,Y, , , , , , , , , , , , , , , , ,1, ,4696,1339,1848,0,0,99,49,51,94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,39,47,50,41,49,52,21,35,41,24,10,18,18,15,15,13,12,13,15,33,22,17,32,12,29,25,38,37,19,6,2,61,10,11,18,166,240,74,74,1,3,2,1,6,4,1,474,548,2,1,79,21,65,35,73,30,72,61,23,81,19,7,2,5,12,20,3,15,53,25,0,0,0,1,2,10,21,46,0,5,32,48,49,13,3,2,0,22,14,1,1,4,0,0,4,19,0,213,567,163,205,218,253,10597,46,20,19,9,5,0,0,0,1,35,23,23,10,7,0,0,0,2,34,15,33,26,37,63,14,73,21,0,0,0,0,0,4,2,2,19,17,21,3,60,56,64,48,60,44,69,45,81,99,7,11,5,2,11,13,0,1,15,3,12,14,5,6,2,1,11,21,4,2,2,16,2,3,8,2,11,7,4,4,6,7,4,11,67,4,1,120,20,22,31,10,6,8,4,0,18,1,15,3,0,0,0,15,31,0,29,32,42,5,1,9,0,4,0,0,8,1,0,0,0,0,2,0,0,1,73,98,1,0,1,86,53,21,9,21,4,10,23,52,68,32,0,0,1,6,24,32,1,37,16,34,13,99,87,8,2,7,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,9501,9412,,,,,,,L1F,N2F,N2F,N2F,N2F,N2F,N2F,F1E,F1E,F1E,F1E,F1E,F1E, , ,P1E,P1E, , , , , , ,10,9702,22,5,11,,,,,,,,,,,,9509,,,,9503,,,,,,,,,,,,,,,,,,20,,,,10,,,,,,,30,2,2,10,9503,20,9509,20,9509,9503,9509,6,15,21738,0,0,0,L,1,F,X,X,X,62,D
8801,APP,0,CA,92163, , ,1801,0,X, , , ,XXXX,U4,10,80,E,H, , , , ,,4,M,,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0, ,12, ,, , , , , , , , , , , , , , , , , , , , ,X,2602,433,1552,99,0,0,49,51,87,3,1,4,14,0,1,1,1,0,1,0,11,1,0,2,33,35,37,38,41,44,10,53,37,10,13,34,23,8,6,8,8,26,16,34,13,11,21,15,20,55,30,14,6,2,1,27,19,7,46,90,167,25,23,5,74,68,61,0,0,0,1921,2010,5,5,21,79,83,17,1,11,28,19,6,43,57,5,1,4,36,40,17,7,64,16,0,2,0,46,70,91,97,99,11,20,10,35,36,10,4,27,47,0,15,13,50,0,43,69,85,91,7320,15,825,259,385,340,443,19602,26,23,15,17,10,5,3,1,0,6,20,19,27,14,9,3,2,0,19,8,42,8,77,23,21,71,13,4,4,0,0,0,8,3,0,1,16,19,2,57,76,85,68,79,66,58,26,75,99,6,17,18,6,13,22,0,2,10,0,6,2,2,1,0,0,3,10,2,4,3,20,9,6,6,2,14,9,10,3,7,4,3,11,68,7,0,140,2,7,20,29,10,23,10,5,16,1,4,16,2,3,1,16,30,1,44,13,18,25,0,2,1,9,0,0,6,4,1,1,0,1,0,1,0,12,36,82,10,2,5,80,32,8,3,37,0,16,28,34,36,64,5,3,66,0,32,0,0,1,99,0,99,99,95,3,2,5,3,9706,9606,9607,9604,9603,,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,,9406,L2E,S2E,A2D,S3E,S3D, ,S3D,S3D, ,S3D,S3D,S3D,S3D,S3D,A1D,S2D,S2D,A1D, , ,A1D, ,A1D,31,9702,101,9,30,,,,,,9601,,,,9509,,,,,,9501,,,,9409,,,,,,,,10,,,,9,,,,,,9.55,,,,7,,,129.88,21,11,2,9005,10,9601,8,9701,8809,8902,5,6.1847619048,6823,0,0,0,L,2,E,X,X,X,10,A
8601,BHG,2,MI,48302, , ,4403,0, , , , ,XXXX,C1,24,54,E,H, , , ,F,2,7,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,20,39,3,1,0, , , ,9,05, , , , , , , , , , , , , , , , , , , ,X,717,222,336,99,0,0,51,49,94,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,39,42,44,41,45,47,12,51,32,17,7,25,22,16,15,10,5,23,20,20,16,21,21,7,20,27,48,24,10,4,2,64,9,5,22,147,213,80,77,0,20,19,18,0,0,0,1330,1572,7,5,92,8,96,4,8,16,66,61,14,80,20,2,1,1,18,19,7,9,64,20,1,4,0,22,40,69,76,94,10,0,61,63,62,12,3,10,9,0,5,1,3,0,52,63,78,78,2160,57,505,612,694,667,720,38960,7,12,11,8,23,16,12,2,9,5,11,12,6,20,22,9,3,11,19,2,54,4,51,49,4,95,5,0,0,0,0,0,0,0,0,29,24,28,4,80,73,85,62,82,59,61,22,99,99,0,17,14,7,22,11,0,2,13,0,10,5,0,0,0,0,8,16,0,4,6,16,7,11,8,0,10,4,11,0,3,1,0,7,83,6,0,140,8,3,22,24,5,23,15,7,14,1,6,14,0,0,0,13,25,0,20,0,39,11,0,5,2,11,0,0,2,2,1,4,0,1,0,0,0,8,70,92,0,0,8,93,66,19,7,33,0,12,14,33,42,58,11,3,91,0,9,0,0,0,73,27,33,99,99,12,3,3,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9412,,,,9409,,,L3F,S3F,S3F,S3F,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S3F,S3F,S2E,A1E,A1E, , , ,L1E, , ,29,9702,72,6,14,,,,,,,,,,,9507,,,9505,,9501,,,,9409,,,,,,,,,,,,,15,,,16,,16,,,,14,,,153,14,8,5,8710,16,9501,13,9510,8704,8710,6,10.928571429,68582,0,0,1,L,3,F,X,X,X,11,A
